2020-10-19 08:00:00,707 - root - INFO - ############################### START ###############################
2020-10-19 08:00:03,844 - root - INFO - SUCCESS    Start a new browser: Chrome, Spend 3.137580633163452 seconds
2020-10-19 08:00:05,959 - root - INFO - SUCCESS    Set browser window maximized, Spend 2.1143455505371094 seconds
2020-10-19 08:00:09,035 - root - INFO - SUCCESS    Navigated to https://e.qq.com/, Spend 3.075774669647217 seconds
2020-10-19 08:00:09,074 - root - INFO - SUCCESS    Clicked element: <id->mlogin>, Spend 0.03989291191101074 seconds
2020-10-19 08:00:25,183 - root - INFO - SUCCESS    Switch to frame element: <id->qqLoginFrame>, Spend 6.107662200927734 seconds
2020-10-19 08:00:26,208 - root - INFO - SUCCESS    Switch to frame element: <id->ptlogin_iframe>, Spend 0.023746967315673828 seconds
2020-10-19 08:00:26,299 - root - INFO - SUCCESS    Clicked element: <id->img_out_1456904332>, Spend 0.09073305130004883 seconds
2020-10-19 08:00:33,328 - root - INFO - SUCCESS    From js: <window.open('https://ad.qq.com/atlas/17567682/report/analytic?')> open a new window and swich into, Spend 2.0273945331573486 seconds
2020-10-19 08:00:35,460 - root - INFO - SUCCESS    Clicked element: <xpath->//*[@id="content"]/div/div/div/div[2]/div[1]/div/div[1]/div[4]/div/div/div/button[2]>, Spend 2.1313226222991943 seconds
2020-10-19 08:00:36,492 - root - INFO - SUCCESS    Get element text element: <xpath->//*[@id="table-id"]/div[2]/div/table/tfoot/tr/td[7]/div>, Spend 1.0322046279907227 seconds,text:<22,119.60>
2020-10-19 08:00:36,516 - root - INFO - SUCCESS    Get element text element: <xpath->//*[@id="table-id"]/div[2]/div/table/tfoot/tr/td[3]/div>, Spend 0.023936033248901367 seconds,text:<516,184>
2020-10-19 08:00:36,541 - root - INFO - SUCCESS    Get element text element: <xpath->//*[@id="table-id"]/div[2]/div/table/tfoot/tr/td[4]/div>, Spend 0.02493429183959961 seconds,text:<2,841>
2020-10-19 08:00:36,565 - root - INFO - SUCCESS    Get element text element: <xpath->//*[@id="table-id"]/div[2]/div/table/tfoot/tr/td[8]/div>, Spend 0.022937536239624023 seconds,text:<68>
2020-10-19 08:00:36,589 - root - INFO - SUCCESS    Get element text element: <xpath->//*[@id="table-id"]/div[2]/div/table/tfoot/tr/td[10]/div>, Spend 0.02390766143798828 seconds,text:<53>
2020-10-19 08:00:38,621 - root - INFO - SUCCESS    From js: <window.open('https://ad.qq.com/atlas/17567678/report/analytic?')> open a new window and swich into, Spend 2.031566619873047 seconds
2020-10-19 08:00:40,754 - root - INFO - SUCCESS    Clicked element: <xpath->//*[@id="content"]/div/div/div/div[2]/div[1]/div/div[1]/div[4]/div/div/div/button[2]>, Spend 2.132326602935791 seconds
2020-10-19 08:00:41,787 - root - INFO - SUCCESS    Get element text element: <xpath->//*[@id="table-id"]/div[2]/div/table/tfoot/tr/td[2]/div>, Spend 1.033207654953003 seconds,text:<29,026.69>
2020-10-19 08:00:41,806 - root - INFO - SUCCESS    Get element text element: <xpath->//*[@id="table-id"]/div[2]/div/table/tfoot/tr/td[7]/div>, Spend 0.018949031829833984 seconds,text:<581,237>
2020-10-19 08:00:41,829 - root - INFO - SUCCESS    Get element text element: <xpath->//*[@id="table-id"]/div[2]/div/table/tfoot/tr/td[8]/div>, Spend 0.022939205169677734 seconds,text:<4,396>
2020-10-19 08:00:41,850 - root - INFO - SUCCESS    Get element text element: <xpath->//*[@id="table-id"]/div[2]/div/table/tfoot/tr/td[3]/div>, Spend 0.019946575164794922 seconds,text:<104>
2020-10-19 08:00:41,876 - root - INFO - SUCCESS    Get element text element: <xpath->//*[@id="table-id"]/div[2]/div/table/tfoot/tr/td[5]/div>, Spend 0.024932861328125 seconds,text:<89>
2020-10-19 08:00:43,908 - root - INFO - SUCCESS    From js: <window.open('https://docs.qq.com/sheet/DU1F6UVF4a2J4ZkdI?tab=bb08j2')> open a new window and swich into, Spend 2.032536029815674 seconds
2020-10-19 08:00:45,966 - root - INFO - SUCCESS    Clicked element: <xpath->//*[@id="blankpage-button-pc"]>, Spend 2.0565006732940674 seconds
2020-10-19 08:00:47,019 - root - INFO - SUCCESS    Switch to frame element: <id->login_frame>, Spend 1.0531830787658691 seconds
2020-10-19 08:00:47,077 - root - INFO - SUCCESS    Clicked element: <id->img_out_1456904332>, Spend 0.05787396430969238 seconds
2020-10-19 08:00:52,460 - root - INFO - SUCCESS    Double click (440,187) Spend 0.3818240165710449 seconds
2020-10-19 08:00:53,257 - root - INFO - SUCCESS    Element <xpath->//*[@id="alloy-rich-text-editor"]/span> type content: 2020-10-19,and sleep 0.5 seconds,input TAB key, Spend 0.7968688011169434 seconds
2020-10-19 08:00:53,597 - root - INFO - SUCCESS    Double click (40,0) Spend 0.3390934467315674 seconds
2020-10-19 08:00:54,292 - root - INFO - SUCCESS    Element <xpath->//*[@id="alloy-rich-text-editor"]/span> type content: 00:00~8:00,and sleep 0.5 seconds,input TAB key, Spend 0.6941442489624023 seconds
2020-10-19 08:00:54,646 - root - INFO - SUCCESS    Double click (100,0) Spend 0.35205817222595215 seconds
2020-10-19 08:00:55,341 - root - INFO - SUCCESS    Element <xpath->//*[@id="alloy-rich-text-editor"]/span> type content: 22,119.60,and sleep 0.5 seconds,input TAB key, Spend 0.6951117515563965 seconds
2020-10-19 08:00:55,690 - root - INFO - SUCCESS    Double click (100,0) Spend 0.3480417728424072 seconds
2020-10-19 08:00:56,372 - root - INFO - SUCCESS    Element <xpath->//*[@id="alloy-rich-text-editor"]/span> type content: 516,184,and sleep 0.5 seconds,input TAB key, Spend 0.6821744441986084 seconds
2020-10-19 08:00:56,707 - root - INFO - SUCCESS    Double click (90,0) Spend 0.33510470390319824 seconds
2020-10-19 08:00:57,402 - root - INFO - SUCCESS    Element <xpath->//*[@id="alloy-rich-text-editor"]/span> type content: 2,841,and sleep 0.5 seconds,input TAB key, Spend 0.6951401233673096 seconds
2020-10-19 08:00:57,734 - root - INFO - SUCCESS    Double click (160,0) Spend 0.3311147689819336 seconds
2020-10-19 08:00:58,415 - root - INFO - SUCCESS    Element <xpath->//*[@id="alloy-rich-text-editor"]/span> type content: 68,and sleep 0.5 seconds,input TAB key, Spend 0.6801495552062988 seconds
2020-10-19 08:00:58,757 - root - INFO - SUCCESS    Double click (70,0) Spend 0.3420858383178711 seconds
